年度,RawData,Source_URL
2013年度,福岡 堅樹Kenki FUKUOKA | 筑波大学 （1年）Tsukuba Univ. | 福岡高校Fukuoka HS | 175 | 83 | 1992/9/7 | -,https://www.rugby-japan.jp/news/2324
2013年度,中づる(雨冠に隹・鳥の順)隆彰Takaaki NAKAZURU | 早稲田大学 （4年）Waseda Univ. | 西南学院高校Seinan Gakuin HS | 177 | 77 | 1990/10/24 | -,https://www.rugby-japan.jp/news/2324
2013年度,林 泰基Yasuki HAYASHI | パナソニック ワイルドナイツPANASONIC Wild Knights | 立命館大学Ritsumeikan Univ. | 176 | 85 | 1985/4/26 | -,https://www.rugby-japan.jp/news/2324
2013年度,野口 裕也Yuya NOGUCHI | パナソニック ワイルドナイツPANASONIC Wild Knights | 正智深谷高校Shochi Fukaya HS | 174 | 83 | 1986/8/31 | -,https://www.rugby-japan.jp/news/2324
2013年度,村田 大志Daishi MURATA | サントリーサンゴリアスSUNTORY Sungoliath | 早稲田大学Waseda Univ. | 182 | 81 | 1988/5/29 | -,https://www.rugby-japan.jp/news/2324
2013年度,トニシオ・バイフTonisio VAIFU | 天理大学 （3年）Tenri Univ. | 日本航空石川高校Japan Aviation HS Ishikawa | 176 | 101 | 1991/2/12 | -,https://www.rugby-japan.jp/news/2324
2013年度,藤田 慶和Yoshikazu FUJITA | 早稲田大学 （1年）Waseda Univ. | 東福岡高校Higashi Fukuoka HS | 184 | 86 | 1993/9/8 | 1,https://www.rugby-japan.jp/news/2324
2013年度,竹中 祥Sho TAKENAKA | 筑波大学 （2年）Tsukuba Univ. | 桐蔭学園高校Toin Gakuen HS | 176 | 87 | 1992/8/12 | -,https://www.rugby-japan.jp/news/2324
2013年度,松田 力也Rikiya MATSUDA | 伏見工業高校 （3年）Fushimi Technical HS | 陶化中学校Toka Jr.HS | 178 | 80 | 1994/5/3 | -,https://www.rugby-japan.jp/news/2324
2013年度,笹倉 康誉Yasutaka SASAKURA | パナソニック ワイルドナイツPANASONIC Wild Knights | 関東学院大学Kanto Gakuin Univ. | 186 | 88 | 1988/8/4 | -,https://www.rugby-japan.jp/news/2324
2014年度,FW | 1 | PR1 | 須藤 元樹Genki SUDO | 明治大学Meiji Univ． | 2年 | 173 | 110 | 1994/1/28 | 國學院大學久我山高校Kokugakuin Kugayama HS,https://www.rugby-japan.jp/news/1487
2014年度,2 | PR1 | 三浦 昌悟Shogo MIURA | 秋田工業高校Akita Technical HS | 3年 | 181 | 105 | 1995/6/8 | 秋田市立秋田北中学校Akita kita Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,3 | PR1 | 橋本 大吾Daigo HASHIMOTO | 筑波大学Univ. of Tsukuba | 2年 | 175 | 105 | 1994/1/28 | 深谷高校Fukaya HS,https://www.rugby-japan.jp/news/1487
2014年度,4 | HO | 中村 駿太Shunta NAKAMURA | 明治大学Meiji Univ． | 2年 | 176 | 102 | 1994/2/28 | 桐蔭学園高校Toinn Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,5 | HO | 堀越 康介Kosuke HORIKOSHI | 桐蔭学園高校Toin Gakuen HS | 3年 | 173 | 98 | 1995/6/2 | 藤岡市立西中学校Nishi Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,6 | PR3 | 具 智元Jiwon GU | 拓殖大学Takushoku Univ． | 1年 | 184 | 125 | 1994/7/20 | 日本文理大学附属高校Nippon Bunri Univ．HS,https://www.rugby-japan.jp/news/1487
2014年度,7 | PR3 | 塚原 巧巳Takumi TSUKAHARA | 明治大学Meiji Univ． | 2年 | 182 | 120 | 1994/3/18 | 國學院大學栃木高校Kokugakuinn Tochigi HS,https://www.rugby-japan.jp/news/1487
2014年度,8 | PR3 | 渡邉 隆之Takayuki WATANABE | 東海大学Tokai Univ． | 1年 | 182 | 120 | 1994/5/27 | 札幌山の手高校Sapporo Yamanote HS,https://www.rugby-japan.jp/news/1487
2014年度,9 | LO4 | 牧野内 翔馬Shoma MAKINOUCHI | 法政大学Hosei Univ | 1年 | 188 | 106 | 1994/11/5 | 東福岡高校Higashifukuoka HS,https://www.rugby-japan.jp/news/1487
2014年度,10 | LO4 | 金 嶺志Ryongji KIM | 帝京大学Teikyo Univ． | 1年 | 191 | 101 | 1994/8/26 | 東京朝鮮高級学校Tokyo Korean HS,https://www.rugby-japan.jp/news/1487
2014年度,11 | LO5 | 桑野 詠真Eishin KUWANO | 早稲田大学Waseda Univ. | 1年 | 190 | 101 | 1994/10/11 | 筑紫高校Chikushi HS,https://www.rugby-japan.jp/news/1487
2014年度,12 | LO5 | 飯野 晃司Koji IINO | 帝京大学Teikyo Univ． | 1年 | 189 | 102 | 1994/10/12 | 愛知県立三好高校Miyoshi HS,https://www.rugby-japan.jp/news/1487
2014年度,13 | FL6 | 末永 健雄Takeo SUENAGA | 同志社大学Dosisha Univ． | 1年 | 179 | 90 | 1994/7/31 | 福岡高校Fukuoka HS,https://www.rugby-japan.jp/news/1487
2014年度,14 | FL6 | 亀井 亮依Ryoi KAMEI | 帝京大学Teikyo Univ． | 1年 | 177 | 94 | 1994/10/18 | 常翔啓光学園高校Josho Keiko Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,15 | FL7 | 松村 拓海Takumi MATUMURA | 法政大学Hosei Univ． | 1年 | 182 | 93 | 1994/6/8 | 國學院大學久我山高校Kokugakuin Kugayama HS,https://www.rugby-japan.jp/news/1487
2014年度,16 | FL7 | 李 智栄Chiyon RI | 京都産業大学Kyoto Sangyo Univ． | 1年 | 178 | 94 | 1994/10/5 | 大阪朝鮮高級学校Osaka Korean HS,https://www.rugby-japan.jp/news/1487
2014年度,17 | NO8 | 上田 宥人Yuto UEDA | 明治大学Meiji Univ． | 2年 | 182 | 95 | 1994/3/2 | 東海大学付属仰星高校Tokai Gyosei HS,https://www.rugby-japan.jp/news/1487
2014年度,18 | NO8 | 桶谷 宗汰Sota OKETANI | 明治大学Meiji Univ． | 1年 | 176 | 95 | 1994/11/18 | 常翔学園高校Josho Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,BK | 19 | SH | 大越 元気Genki OKOSHI | 同志社大学Dosisha Univ． | 1年 | 162 | 66 | 1994/12/26 | 茗溪学園高校Meikei Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,20 | SH | 米村 龍二Ryuji YONEMURA | 東海大学付属仰星高校Tokai Gyosei HS | 3年 | 174 | 70 | 1995/6/6 | 豊中市立第十一中学校Daijyuichi Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,21 | SO | 山沢 拓也Takuya YAMASAWA | 筑波大学Univ. of Tsukuba | 1年 | 177 | 85 | 1994/9/21 | 深谷高校Fukaya HS,https://www.rugby-japan.jp/news/1487
2014年度,22 | WTB11 | 成田 秀平Syuhei NARITA | 明治大学Meiji Univ． | 1年 | 174 | 78 | 1994/12/11 | 秋田工業高校Akita Technical HS,https://www.rugby-japan.jp/news/1487
2014年度,23 | WTB11 | 尾崎 晟也Seiya OZAKI | 伏見工業高校Fushimi Technical HS | 3年 | 174 | 80 | 1995/7/11 | 京都市立伏見中学校Fushimi Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,24 | WTB11 | 桑江 健一郎Kenichiro KUWAE | 流通経済大学Ryutsu Keizai Univ． | 1年 | 177 | 85 | 1994/10/24 | コザ高校Koza HS,https://www.rugby-japan.jp/news/1487
2014年度,25 | CTB12 | 浜岸 峻輝Toshiki HAMAGISHI | 中央大学Chuo Univ． | 1年 | 175 | 92 | 1994/11/28 | 東京高校Tokyo HS,https://www.rugby-japan.jp/news/1487
2014年度,26 | CTB12 | 森谷 圭介※1Keisuke MORIYA | 帝京大学Teikyo Univ． | 2年 | 185 | 86 | 1994/3/4 | 正智深谷高校Shochi Fukaya HS,https://www.rugby-japan.jp/news/1487
2014年度,27 | CTB13 | 石田 幹太Kanta ISHIDA | 同志社大学Dosisha Univ． | 1年 | 178 | 88 | 1994/5/4 | 同志社高校Dosisha HS,https://www.rugby-japan.jp/news/1487
2014年度,28 | CTB13 | 梶村 祐介Yusuke KAJIMURA | 報徳学園高校Hotoku Gakuen HS | 3年 | 180 | 98 | 1995/9/13 | 伊丹市立天王寺川中学校Tennojigawa Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,29 | WTB14 | 松井 千士Chihito MATSUI | 同志社大学Dosisha Univ． | 1年 | 180 | 82 | 1994/11/11 | 常翔学園高校Josho Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,30 | CTB14 | 岡田 優輝Yuki OKADA | 大阪桐蔭高校Osaka Toin HS | 3年 | 180 | 86 | 1995/7/13 | 宝塚市立山手台中学校Yamatedai HS,https://www.rugby-japan.jp/news/1487
2014年度,31 | FB | 野口 竜司Ryuji NOGUCHI | 東海大学付属仰星高校Tokai Gyosei HS | 3年 | 177 | 80 | 1995/7/15 | 東大阪市立枚岡中学校Hiraoka Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,32 | FB/SO | 松田 力也※1Rikiya MATSUDA | 帝京大学Teikyo Univ． | 1年 | 178 | 86 | 1994/5/3 | 伏見工業高校Fushimi Techinical HS,https://www.rugby-japan.jp/news/1487
2014年度,FW | 33 | NO8 | 吉田 杏Kyo YOSHIDA | 大阪桐蔭高校Osaka Toin HS | 3年 | 188 | 100 | 1995/6/30 | 東大阪市立小阪中学校Kosaka Jr．HS,https://www.rugby-japan.jp/news/1487
2014年度,BK | 34 | SH | 岡田 一平Ippei OKADA | 早稲田大学Waseda Univ. | 2年 | 165 | 78 | 1994/02/16 | 常翔学園高校Josho Gakuen HS,https://www.rugby-japan.jp/news/1487
2014年度,SH | 岡田 一平Ippei OKADA | 早稲田大学Waseda Univ. | 2年 | 165 | 78 | 1994/2/16 | 常翔学園高校Josho Gakuen H.S.,https://www.rugby-japan.jp/news/1487
2015年度,PR1 | 久原 綾眞 | 明治大学 | 1年 | 175 | 115 | 1995/4/27 | 佐賀工業高校,https://www.rugby-japan.jp/news/8015
2015年度,三浦 昌悟 | 東海大学 | 1年 | 180 | 98 | 1995/6/8 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,HO | 古田 雄也 | 明治大学 | 1年 | 174 | 92 | 1995/12/20 | 國學院大學久我山高校,https://www.rugby-japan.jp/news/8015
2015年度,堀越 康介 | 帝京大学 | 1年 | 174 | 95 | 1995/6/2 | 桐蔭学園高校,https://www.rugby-japan.jp/news/8015
2015年度,祝原 涼介 | 桐蔭学園高校 | 3年 | 184 | 110 | 1996/10/6 | 横浜市立美しが丘中学校,https://www.rugby-japan.jp/news/8015
2015年度,PR3 | 垣本 竜哉 | 帝京大学 | 1年 | 177 | 114 | 1995/4/18 | 大阪桐蔭高校,https://www.rugby-japan.jp/news/8015
2015年度,藤野 佑磨 | 立命館大学 | 1年 | 179 | 107 | 1995/7/29 | 報徳学園高校,https://www.rugby-japan.jp/news/8015
2015年度,LO4 | 孫 昇己 | 日本大学 | 1年 | 193 | 93 | 1995/5/10 | 大阪朝鮮高校,https://www.rugby-japan.jp/news/8015
2015年度,辻 雄康 | 慶應義塾高校 | 3年 | 190 | 96 | 1995/10/28 | 慶應義塾普通部,https://www.rugby-japan.jp/news/8015
2015年度,LO5 | 斉田 倫輝 | 法政大学 | 1年 | 189 | 89 | 1996/1/25 | 仙台工業高校,https://www.rugby-japan.jp/news/8015
2015年度,FL6 | 加藤 広人 | 早稲田大学 | 1年 | 186 | 82 | 1995/9/30 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,佐々木 凜平 | 日本大学 | 1年 | 182 | 87 | 1995/12/26 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,FL7 | 占部 航典 | 筑波大学 | 1年 | 178 | 79 | 1995/7/7 | 東福岡高校,https://www.rugby-japan.jp/news/8015
2015年度,佐野 瑛亮 | 中央大学 | 1年 | 177 | 88 | 1995/5/24 | 東京高校,https://www.rugby-japan.jp/news/8015
2015年度,NO.8 | 前田 剛 | 明治大学 | 1年 | 180 | 87 | 1996/1/19 | 報徳学園高校,https://www.rugby-japan.jp/news/8015
2015年度,テビタ・タタフ※ | 目黒学院高校 | 3年 | 183 | 107 | 1996/1/2 | 目黒学院中学校,https://www.rugby-japan.jp/news/8015
2015年度,SH | 中嶋 大希 | 流通経済大学 | 1年 | 175 | 65 | 1996/3/25 | 深谷高校,https://www.rugby-japan.jp/news/8015
2015年度,村瀬 謙介 | 帝京大学 | 2年 | 169 | 74 | 1995/2/3 | 三好高校,https://www.rugby-japan.jp/news/8015
2015年度,米村 龍二 | 筑波大学 | 1年 | 174 | 65 | 1995/6/6 | 東海大学付属仰星高校,https://www.rugby-japan.jp/news/8015
2015年度,SO | 金井 大雪 | 深谷高校 | 3年 | 177 | 78 | 1997/1/29 | 深谷南中学校,https://www.rugby-japan.jp/news/8015
2015年度,野口 竜司 | 東海大学 | 1年 | 178 | 72 | 1995/7/15 | 東海大学付属仰星高校,https://www.rugby-japan.jp/news/8015
2015年度,CTB | 岡田 優輝 | 帝京大学 | 1年 | 180 | 76 | 1995/7/13 | 大阪桐蔭高校,https://www.rugby-japan.jp/news/8015
2015年度,笠原 開盛 | 中央大学 | 1年 | 179 | 83 | 1995/10/2 | 桐蔭学園高校,https://www.rugby-japan.jp/news/8015
2015年度,アタアタ モエアキオラ※ | 目黒学院高校 | 3年 | 186 | 99 | 1996/2/6 | 目黒学院中学校,https://www.rugby-japan.jp/news/8015
2015年度,中野 将伍 | 東筑高校 | 2年 | 186 | 99 | 1997/6/11 | 北九州市立若松中学校,https://www.rugby-japan.jp/news/8015
2015年度,WTB | 桑山 聖生 | 鹿児島実業高校 | 3年 | 184 | 90 | 1996/6/6 | 鹿児島市立城西中学校,https://www.rugby-japan.jp/news/8015
2015年度,東川 寛史 | 法政大学 | 1年 | 174 | 83 | 1995/6/9 | 東福岡高校,https://www.rugby-japan.jp/news/8015
2015年度,FB | 井関 信介 | 天理大学 | 1年 | 179 | 75 | 1995/4/24 | 天理高校,https://www.rugby-japan.jp/news/8015
2015年度,尾崎 晟也 | 帝京大学 | 1年 | 174 | 81 | 1995/7/11 | 伏見工業高校,https://www.rugby-japan.jp/news/8015
2015年度,尾崎 達洋(＊) | 法政大学 | 1年 | 183 | 81 | 1995/8/13 | 桐蔭学園高校,https://www.rugby-japan.jp/news/8015
2015年度,PR1 | 久原 綾眞 | 明治大学 | 1年 | 175 | 115 | 1995/4/27 | 佐賀工業高校,https://www.rugby-japan.jp/news/8015
2015年度,三浦 昌悟 | 東海大学 | 1年 | 180 | 98 | 1995/6/8 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,HO | 古田 雄也 | 明治大学 | 1年 | 174 | 92 | 1995/12/20 | 國學院大學久我山高校,https://www.rugby-japan.jp/news/8015
2015年度,堀越 康介 | 帝京大学 | 1年 | 174 | 95 | 1995/6/2 | 桐蔭学園高校,https://www.rugby-japan.jp/news/8015
2015年度,祝原 涼介 | 桐蔭学園高校 | 3年 | 184 | 110 | 1996/10/6 | 横浜市立美しが丘中学校,https://www.rugby-japan.jp/news/8015
2015年度,PR3 | 垣本 竜哉 | 帝京大学 | 1年 | 177 | 114 | 1995/4/18 | 大阪桐蔭高校,https://www.rugby-japan.jp/news/8015
2015年度,藤野 佑磨 | 立命館大学 | 1年 | 179 | 107 | 1995/7/29 | 報徳学園高校,https://www.rugby-japan.jp/news/8015
2015年度,LO4 | 孫 昇己 | 日本大学 | 1年 | 193 | 93 | 1995/5/10 | 大阪朝鮮高校,https://www.rugby-japan.jp/news/8015
2015年度,辻 雄康 | 慶應義塾高校 | 3年 | 190 | 96 | 1995/10/28 | 慶應義塾普通部,https://www.rugby-japan.jp/news/8015
2015年度,LO5 | 斉田 倫輝 | 法政大学 | 1年 | 189 | 89 | 1996/1/25 | 仙台工業高校,https://www.rugby-japan.jp/news/8015
2015年度,FL6 | 加藤 広人 | 早稲田大学 | 1年 | 186 | 82 | 1995/9/30 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,佐々木 凜平 | 日本大学 | 1年 | 182 | 87 | 1995/12/26 | 秋田工業高校,https://www.rugby-japan.jp/news/8015
2015年度,FL7 | 占部 航典 | 筑波大学 | 1年 | 178 | 79 | 1995/7/7 | 東福岡高校,https://www.rugby-japan.jp/news/8015
2015年度,佐野 瑛亮 | 中央大学 | 1年 | 177 | 88 | 1995/5/24 | 東京高校,https://www.rugby-japan.jp/news/8015
2015年度,NO.8 | 前田 剛 | 明治大学 | 1年 | 180 | 87 | 1996/1/19 | 報徳学園高校,https://www.rugby-japan.jp/news/8015
2015年度,テビタ・タタフ※ | 目黒学院高校 | 3年 | 183 | 107 | 1996/1/2 | 目黒学院中学校,https://www.rugby-japan.jp/news/8015
2016年度,秋山 大地Daichi AKIYAMA | 帝京大学Teikyo Univ. | 1年 | 191 | 100 | 1996/11/14 | つるぎ高校Tsurugi HS,https://www.rugby-japan.jp/news/18804
2016年度,井上 遼Ryo INOUE | 明治大学Meiji Univ. | 1年 | 181 | 90 | 1997/3/18 | 報徳学園高校Hotoku Gakuen HS,https://www.rugby-japan.jp/news/18804
2016年度,金子 惠一Keiichi KANEKO | 中央大学Chuo Univ. | 1年 | 177 | 97 | 1996/8/19 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,金 正奎Shokei KIN | NTTコミュニケーションズシャイニングアークスNTT Communications Shining Arcs | ― | 177 | 93 | 1991/10/3 | 早稲田大学Waseda Univ.,https://www.rugby-japan.jp/news/18804
2016年度,小瀧 尚弘Naohiro KOTAKI | 東芝ブレイブルーパスTOSHIBA Brave Lupus | ― | 194 | 110 | 1992/6/13 | 帝京大学Teikyo Univ.,https://www.rugby-japan.jp/news/18804
2016年度,齊藤 剣Ken SAITO | 明治大学Meiji Univ. | 1年 | 177 | 120 | 1996/8/23 | 能代工業高校Noshiro Technical HS,https://www.rugby-japan.jp/news/18804
2016年度,申 賢志Hyonji SHIN | 帝京大学Teikyo Univ. | 1年 | 175 | 92 | 1996/8/17 | 大阪朝鮮高級学校Osaka Korean HS,https://www.rugby-japan.jp/news/18804
2016年度,竹内 嘉章Yoshiaki TAKEUCHI | 近畿大学Kinki Univ. | 1年 | 171 | 88 | 1996/9/24 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,知念 雄Yu CHINEN | 東芝ブレイブルーパスTOSHIBA Brave Lupus | ― | 184 | 125 | 1990/11/18 | 順天堂大学大学院Juntendo Univ.,https://www.rugby-japan.jp/news/18804
2016年度,土山 勇樹Yuki TSUCHIYAMA | 法政大学Hosei Univ. | 1年 | 180 | 109 | 1996/4/4 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,當眞 琢Taku TOMA | 帝京大学Teikyo Univ. | 1年 | 181 | 118 | 1996/9/21 | コザ高校Koza HS,https://www.rugby-japan.jp/news/18804
2016年度,橋本 大吾Daigo HASHIMOTO | 筑波大学Univ. of Tsukuba | 4年 | 174 | 104 | 1994/1/28 | 深谷高校Fukaya HS,https://www.rugby-japan.jp/news/18804
2016年度,藤田 達成Tatsunari FUJITA | 帝京大学Teikyo Univ. | 1年 | 191 | 90 | 1996/12/2 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,舟橋 諒将Ryosuke FUNABASHI | 明治大学Meiji Univ. | 1年 | 185 | 100 | 1997/1/5 | 札幌山の手高校Sapporo Yamanote HS,https://www.rugby-japan.jp/news/18804
2016年度,古川 聖人Masato FURUKAWA | 立命館大学Ritsumeikan Univ. | 1年 | 178 | 81 | 1996/12/6 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,ファウルア・マキシFaulua MAKISI | 天理大学Tenri Univ. | 1年 | 185 | 100 | 1997/1/20 | 日本航空高校石川Japan Aviation HS Ishikawa,https://www.rugby-japan.jp/news/18804
2016年度,三竹 康太Kota MITAKE | 立命館大学Ritsumeikan Univ. | 1年 | 175 | 110 | 1996/4/28 | 大阪桐蔭高校Osaka Toin HS,https://www.rugby-japan.jp/news/18804
2016年度,石橋 拓也Takuya ISHIBASHI | NTTコミュニケーションズシャイニングアークスNTT Communications Shining Arcs | ― | 182 | 89 | 1992/8/19 | 慶應義塾大学Keio Univ.,https://www.rugby-japan.jp/news/18804
2016年度,金井 大雪Taisetsu KANAI | 法政大学Hosei Univ. | 1年 | 177 | 82 | 1997/1/29 | 深谷高校Fukaya HS,https://www.rugby-japan.jp/news/18804
2016年度,久保 直人Naoto KUBO | 天理大学Tenri Univ. | 1年 | 174 | 74 | 1996/11/22 | 天理高校Tenri HS,https://www.rugby-japan.jp/news/18804
2016年度,齋藤 直人Naoto SAITO | 桐蔭学園高校Toin Gakuen HS | 3年 | 165 | 65 | 1997/8/26 | 横浜市立日限山中学校Higiriyama Jr. HS,https://www.rugby-japan.jp/news/18804
2016年度,竹山 晃暉Koki TAKEYAMA | 帝京大学Teikyo Univ. | 1年 | 176 | 80 | 1996/9/25 | 御所実業高校Gose Industrial HS,https://www.rugby-japan.jp/news/18804
2016年度,田上 稔Minoru TANOUE | 帝京大学Teikyo Univ. | 1年 | 170 | 74 | 1997/2/10 | 佐賀工業高校Saga Technical HS,https://www.rugby-japan.jp/news/18804
2016年度,中井 健人Kento NAKAI | 法政大学Hosei Univ. | 1年 | 180 | 81 | 1996/8/11 | 筑紫高校Chikushi HS,https://www.rugby-japan.jp/news/18804
2016年度,中嶋 大希Daiki NAKAJIMA | 流通経済大学Ryutsu Keizai Univ. | 2年 | 175 | 65 | 1996/3/25 | 深谷高校Fukaya HS,https://www.rugby-japan.jp/news/18804
2016年度,永富 晨太郎Shintaro NAGATOMI | 同志社大学Doshisha Univ. | 1年 | 180 | 88 | 1996/4/4 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/18804
2016年度,中村 亮土Ryoto NAKAMURA | サントリーサンゴリアスSuntory SUNGOLIATH | ― | 178 | 92 | 1991/6/3 | 帝京大学Teikyo Univ.,https://www.rugby-japan.jp/news/18804
2016年度,前田 土芽Doga MAEDA | 筑波大学Univ. of Tsukuba | 1年 | 179 | 87 | 1996/11/30 | 海星高校Kaisei HS,https://www.rugby-japan.jp/news/18804
2016年度,安田 卓平Takuhei YASUDA | 同志社大学Doshisha Univ. | 1年 | 176 | 75 | 1996/5/20 | 同志社高校Doshisha HS,https://www.rugby-japan.jp/news/18804
2016年度,山口 匠Takumi YAMAGUCHI | 立命館大学Ritsumeikan Univ. | 1年 | 178 | 76 | 1997/1/13 | 東海大学付属仰星高校Tokai Univ. Gyosei HS,https://www.rugby-japan.jp/news/18804
2017年度,有藤 孔次朗Kojiro ARITO | 中央大学Chuo Univ. | 1年 | 173 | 102 | 1998/3/24 | 日川高校Hikawa HS,https://www.rugby-japan.jp/news/32191
2017年度,安 昌豪Chang Ho AHN | 明治大学Meiji Univ. | 1年 | 177 | 108 | 1997/11/20 | 大阪朝鮮高級学校Osaka Korean HS,https://www.rugby-japan.jp/news/32191
2017年度,飯野 晃司Koji IINO | 帝京大学Teikyo Univ. | 4年 | 189 | 108 | 1994/10/12 | 愛知県立三好高校Miyoshi HS,https://www.rugby-japan.jp/news/32191
2017年度,今村 陽良Takara IMAMURA | 帝京大学Teikyo Univ. | 2年 | 186 | 109 | 1997/1/17 | 東福岡高校Higashi Fukuoka HS,https://www.rugby-japan.jp/news/32191
2017年度,亀井 亮依Ryoi KAMEI | 帝京大学Teikyo Univ. | 4年 | 178 | 97 | 1994/10/18 | 常翔啓光学園高校Josho Keiko Gakuen HS,https://www.rugby-japan.jp/news/32191
