Full_Name,Position,Age,Height,Weight,University,Team,League,Category,Scraped_Url
江島大樹,PR,30,178,105,福工大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
若林良樹,PR,26,173,100,福大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
藤田大貴,PR,22,165,90,佐賀工,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
友枝大智,PR,33,185,118,法政大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
瀧本亮太朗,PR,22,167,95,日本文理大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
田守凌大,PR,22,172,107,大手門学院大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
坂狩錬,HO,27,170,95,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
隈本浩太,HO,35,172,103,志學館大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
下條裕太,HO,35,170,90,関西学大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
岩﨑亮裕,LO,30,185,98,大体大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
西井利宏,LO,33,185,110,関西大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
安田颯,LO,22,183,85,國學院大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
西川中,FL,28,182,97,流経大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
吉田将峰,FL,25,175,85,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
鶴岡怜志,FL,34,180,95,流経大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
大嶋凜太郎,No8,27,184,103,大体大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
山根颯人,No8,23,165,90,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
長野一貴,No8,29,182,96,帝京大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
松本新大,SH,22,165,63,福工,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
若松納央,SH,22,164,75,國學院大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
松下宇宙,SH,23,170,70,摂南大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
栗田朗英,SH,23,168,65,福大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
今泉仁,SO,26,168,85,立正大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
石川魁人,SO,22,172,85,朝日大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
西林達哉,CTB,26,173,81,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
山本海斗,CTB,24,172,77,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
田中翔,CTB,23,168,82,帝京大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
南里新,CTB,34,171,83,福工大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
福田凌平,CTB,30,173,84,明治大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
栢秀成,CTB,22,175,77,福大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
髙野順平,WTB,28,175,88,九共大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
梶木馨太,WTB,25,175,78,法政大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
伊藤啓希,WTB,29,174,90,流経大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
衞藤太晟,WTB,18,170,72,玖須美山高,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
讃井良太,WTB,23,166,75,福工大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
野田高陽,FB,31,174,75,専大,日本製鉄九州八幡,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/nipponsteel.html
亀元貫地,HO,35,172,107,帝京大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
中村清伸,SH,33,164,60,法政大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
冨松大義,HO,31,172,100,龍谷大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
大川兼聖,PR,30,170,92,流通経済大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
近藤拓,SO,32,163,69,龍谷大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
髙井勇貴,CTB,30,170,70,同志社大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
谷山泰信,LO,28,180,80,京都産業大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
平川望,LO,28,180,95,近畿大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
川添公康,LO,27,176,100,近畿大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
今村元気,WTB,27,168,72,青山学院大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
南部嵩史,FB,27,177,80,近畿大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
長谷川耀,PR,27,175,100,帝京大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
平坂海人,FB,26,176,82,帝京大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
今住拳矢郎,WTB,26,167,71,近畿大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
山浦魁,FL,26,180,82,九州共立大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
内城正哉,SH,26,163,68,関西大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
宮本郁大,CTB,27,178,90,日本体育大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
平田圭史朗,WTB,26,168,77,関東学院大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
向井太一,PR,25,178,106,関西学院大学,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
石川空悟,HO,24,167,90,法政大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
森祐也,WTB,24,173,83,京都産業大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
兒玉隆之介,PR,24,171,102,関東学院大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
清田勇貴,LO,24,183,90,日本大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
井上旭,LO,24,182,103,拓殖大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
中尾勇太,CTB,24,178,89,帝京大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
廣津円之丞,WTB,24,171,75,流通経済大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
志氣陸王,WTB,24,171,83,帝京大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
村尾幹太,HO,23,170,90,近畿大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
江藤大輝,PR,23,176,100,日本大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
西田喜一,FL,22,171,88,鹿児島大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
足立祥英,SH,22,171,72,大東文化大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
田中心大,SO,22,172,80,天理大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
吉野航平,CTB,22,181,92,九州共立大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
坂本公平,FB,22,178,85,明治大,JR九州サンダース,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/jrjyushu.html
浦川晃樹,PR,33,179,112,福岡工業大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
熊本章太,PR,32,172,90,九州職業能力開発大学校,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
奥村英大,PR,26,174,95,天理大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
河島ミーシャ,PR,25,182,100,帝京大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
池田開,PR,25,170,90,西南大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
丹下翔太,HO,30,170,90,東海大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
中野勝太,HO,30,173,90,専修大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
吉中悠太郎,HO,30,170,98,中央大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
岩永雄大,HO,27,167,90,佐世保工業高等専門学校,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
深川翔太,HO,24,172,90,静岡大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
宮﨑大,LO,31,190,95,福岡大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
竹原慶一郎,LO,29,178,85,福岡大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
依藤隆史,LO,25,180,85,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
永住健琉,LO,23,180,104,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
江口北斗,FL,30,172,82,日本大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
吉永純也,FL,26,177,94,法政大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
山口龍慶,FL,25,166,70,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
吉永昂生,FL,24,173,94,法政大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
清水巴,No.8,33,177,83,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
斉藤響,No.8,26,176,89,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
鶴田英士,SH,38,161,80,九州共立大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
深田昂輝,SH,29,167,65,関西学院大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
江嵜裕太,SH,32,163,64,関西学院大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
桃坂歩武,SH,25,170,72,佐世保工業高等専門学校,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
酒井陽向,SH,24,170,72,同志社大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
末次真南斗,SH,23,170,75,成蹊大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
市橋輝,SO,25,171,80,九州共立大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
吉田聡,CTB,33,171,85,福岡大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
山田一輝,CTB,29,177,87,立命館大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
武谷京佑,CTB,27,180,85,中央大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
廣川虎太朗,CTB,26,178,75,佐世保工業高等専門学校,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
宗貞良武,CTB,23,175,85,福岡工業大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
石橋太地,WTB,33,172,75,立正大学,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
堀江健太,WTB,29,177,72,宇部工業高等専門学校,安川電機BLUE BLAZE,top-kyushu,top-kyushu,https://www.rugby-kyushu.jp/kyushuleague/2025-2026/topkyushu/topteam/yasukawa.html
