name_en,name_jp,title,representative_team,latest_caps,last_club,tournaments,league
Kurt-Lee Arendse,,Kurt-Lee Arendse,South Africa,10,Bulls,Rugby World Cup 2023,urc
Kurtley Beale,,Kurtley Beale,Australia,87,Melbourne Rebels,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",nan
Kwagga Smith,,Kwagga Smith,South Africa,34,Lions,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Kyle Baillie,,Kyle Baillie,Canada,28,New Orleans Gold,Rugby World Cup 2019,international
Kyle Gilmour,,Kyle Gilmour,Canada,11,Rotherham,Rugby World Cup 2015,international
Kyle Rowe,,Kyle Rowe,Scotland,9,Glasgow Warriors,"Six Nations 2024, Six Nations 2025",urc
Kyle Sinckler,,Kyle Sinckler,England,63,Harlequins,"Rugby World Cup 2019, Rugby World Cup 2023",top14
Kyle Steyn,,Kyle Steyn,Call-ups,23,Glasgow Warriors,Six Nations 2025,urc
Kyle Steyn,,Kyle Steyn,Scotland,15,Glasgow Warriors,"Rugby World Cup 2023, Six Nations 2024",urc
Kyren Taumoefolau,,Kyren Taumoefolau,Player representation by nation,0,Kyren Taumoefolau,Rugby World Cup 2023,nan
Kyren Taumoefolau,,Kyren Taumoefolau,Tonga,5,Moana Pasifika,Rugby World Cup 2023,nan
Lachlan Turner,,Lachlan Turner,Australia,14,Waratahs,Rugby World Cup 2011,international
Lado Chachanidze,,Lado Chachanidze,Georgia,13,Nevers,Rugby World Cup 2023,international
Lalakai Foketi,,Lalakai Foketi,Australia,6,NSW Waratahs,Rugby World Cup 2023,nan
Langi Gleeson,,Langi Gleeson,Australia,4,NSW Waratahs,Rugby World Cup 2023,top14
Lappies Labuschagné,,Lappies Labuschagné,Japan,16,Kubota Spears,"Rugby World Cup 2019, Rugby World Cup 2023",international
Lasha Jaiani,,Lasha Jaiani,Georgia,19,Nevers,Rugby World Cup 2023,international
Lasha Khmaladze,,Lasha Khmaladze,Georgia,96,Lelo,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",international
Lasha Lomidze,,Lasha Lomidze,Georgia,46,Béziers Hérault,"Rugby World Cup 2015, Rugby World Cup 2019",international
Lasha Malaghuradze,,Lasha Malaghuradze,Georgia,92,Béziers,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Latiume Fosita,,Latiume Fosita,Player representation by league,0,Latiume Fosita,Rugby World Cup 2015,international
Latiume Fosita,,Latiume Fosita,Tonga,29,Doncaster,"Rugby World Cup 2015, Rugby World Cup 2019",international
Latu Talakai,,Latu Talakai,Tonga,6,Eastwood,Rugby World Cup 2019,international
Laurent Emmanuelli,,Laurent Emmanuelli,France,0,Clermont,Rugby World Cup 2007,international
Lautaro Bazán,,Lautaro Bazán,Argentina,7,Rovigo Delta,Rugby World Cup 2023,international
Lawrence Dallaglio,,Lawrence Dallaglio,England,79,Wasps,Rugby World Cup 2007,international
Le Roux Malan,,Le Roux Malan,Namibia,2,New England Free Jacks,Rugby World Cup 2023,urc
Leandro Leivas,,Leandro Leivas,Uruguay,74,Old Christians,"Rugby World Cup 2015, Rugby World Cup 2019",international
Lee Byrne,,Lee Byrne,Wales,44,Clermont,Rugby World Cup 2011,international
Lee Mears,,Lee Mears,England,37,Bath,"Rugby World Cup 2007, Rugby World Cup 2011",international
Lee Roy Atalifo,,Lee Roy Atalifo,Fiji,10,Suva,"Rugby World Cup 2015, Rugby World Cup 2019",international
Lee Roy Atalifo,,Lee Roy Atalifo,Squad caps,619,Lee Roy Atalifo,Rugby World Cup 2015,international
Lee Seung-sin,,Lee Seung-sin,Japan,10,Kobelco Kobe Steelers,Rugby World Cup 2023,international
Leicester Fainga'anuku,,Leicester Fainga'anuku,New Zealand,3,Crusaders / Tasman,Rugby World Cup 2023,nan
Leigh Halfpenny,,Leigh Halfpenny,Wales,100,Cardiff Blues,"Rugby World Cup 2011, Rugby World Cup 2019, Rugby World Cup 2023",urc
Lekima Tagitagivalu,,Lekima Tagitagivalu,Fiji,3,Pau,Rugby World Cup 2023,top14
Leneve Damens,,Leneve Damens,Namibia,3,Wanderers,Rugby World Cup 2015,international
Lenni Nouchi,,Lenni Nouchi,Call-ups,0,Montpellier,Six Nations 2024,top14
Leo Cullen,,Leo Cullen,Ireland,31,Leinster,Rugby World Cup 2011,international
Leo Lafaiali'i,,Leo Lafaiali'i,Samoa,15,Yokogawa,Rugby World Cup 2007,international
Leon Brown,,Leon Brown,Wales,23,Dragons,Six Nations 2024,international
Leon Fukofuka,,Leon Fukofuka,Tonga,7,Kagifa Samoa,Rugby World Cup 2019,international
Leon MacDonald,,Leon MacDonald,New Zealand,47,Canterbury,Rugby World Cup 2007,international
Leonardo Ghiraldini,,Leonardo Ghiraldini,Italy,104,Calvisano,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Leonardo Marin,,Leonardo Marin,Call-ups,6,Benetton,Six Nations 2024,nan
Leonardo Marin,,Leonardo Marin,Italy,13,Benetton,Six Nations 2025,nan
Leonardo Sarto,,Leonardo Sarto,Italy,19,Zebre,Rugby World Cup 2015,international
Leonardo Senatore,,Leonardo Senatore,Argentina,31,GER,"Rugby World Cup 2011, Rugby World Cup 2015",international
Leone Nakarawa,,Leone Nakarawa,Fiji,57,Suva,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",top14
Lesley Klim,,Lesley Klim,Namibia,11,Ospreys,Rugby World Cup 2019,international
Leva Fifita,,Leva Fifita,Tonga,31,Grenoble,"Rugby World Cup 2019, Rugby World Cup 2023",international
Levan Chilachava,,Levan Chilachava,Georgia,49,Toulon,"Rugby World Cup 2015, Rugby World Cup 2019",top14
Levan Datunashvili,,Levan Datunashvili,Georgia,71,Montluçon,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Levani Botia,,Levani Botia,Fiji,24,La Rochelle,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",top14
Lewis Ludlam,,Lewis Ludlam,England,21,Northampton Saints,"Rugby World Cup 2019, Rugby World Cup 2023",top14
Lewis Moody,,Lewis Moody,England,67,Leicester Tigers,"Rugby World Cup 2007, Rugby World Cup 2011",international
Lexo Gugava,,Lexo Gugava,Georgia,22,Lelo,Rugby World Cup 2011,international
Liam Coltman,,Liam Coltman,New Zealand,6,Highlanders,Rugby World Cup 2019,international
Liam Messam,,Liam Messam,New Zealand,42,Chiefs / Waikato,Rugby World Cup 2015,international
Liam Underwood,,Liam Underwood,Canada,10,Ontario Blues,Rugby World Cup 2015,international
Liam Williams,,Liam Williams,Wales,92,Scarlets,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2025",premiership
Lima Sopoaga,,Lima Sopoaga,Samoa,1,Shimizu Blue Sharks,Rugby World Cup 2023,international
Lionel Beauxis,,Lionel Beauxis,France,6,Stade Français,Rugby World Cup 2007,international
Lionel Campergue,,Lionel Campergue,Portugal,21,Bassin d'Arcachon,Rugby World Cup 2023,international
Lionel Nallet,,Lionel Nallet,France,64,Castres,"Rugby World Cup 2007, Rugby World Cup 2011",international
Lisiate Faʻaoso,,Lisiate Faʻaoso,Tonga,6,Manawatu,Rugby World Cup 2007,international
Llewellyn Winckler,,Llewellyn Winckler,Namibia,6,Western Suburbs,Rugby World Cup 2011,international
Lloyd Burns,,Lloyd Burns,Wales,3,Newport Gwent Dragons,Rugby World Cup 2011,international
Lloyd Jacobs,,Lloyd Jacobs,Namibia,0,Kudus,Rugby World Cup 2023,international
Lloyd Williams,,Lloyd Williams,Wales,19,Cardiff Blues,"Rugby World Cup 2011, Rugby World Cup 2015",international
Logovi'i Mulipola,,Logovi'i Mulipola,Samoa,30,Leicester Tigers,"Rugby World Cup 2011, Rugby World Cup 2019",international
Loki Crichton,,Loki Crichton,Samoa,8,Worcester,Rugby World Cup 2007,international
Lolo Lui,,Lolo Lui,Samoa,7,Moataa,Rugby World Cup 2007,international
Lomano Lemeki,,Lomano Lemeki,Japan,16,Honda Heat,"Rugby World Cup 2019, Rugby World Cup 2023",international
Lome Fa'atau,,Lome Fa'atau,Samoa,21,Glasgow,Rugby World Cup 2007,international
Lood de Jager,,Lood de Jager,South Africa,40,Cheetahs,"Rugby World Cup 2015, Rugby World Cup 2019",league-one
Lorenzo Cannone,,Lorenzo Cannone,Italy,24,Benetton,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",nan
Lorenzo Cittadini,,Lorenzo Cittadini,Italy,40,Benetton Treviso,"Rugby World Cup 2011, Rugby World Cup 2015",international
Lorenzo Pani,,Lorenzo Pani,Italy,5,Zebre Parma,"Rugby World Cup 2023, Six Nations 2024",urc
Lorenzo Pani,,Lorenzo Pani,Player representation by nation,0,Lorenzo Pani,Rugby World Cup 2023,urc
Lote Tuqiri,,Lote Tuqiri,Australia,53,Waratahs,Rugby World Cup 2007,international
Lotu Filipine,,Lotu Filipine,Tonga,5,Big Blue,Rugby World Cup 2007,international
Louis Bielle-Biarrey,,Louis Bielle-Biarrey,France,14,Bordeaux-Bègles,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",top14
Louis Bielle-Biarrey,,Louis Bielle-Biarrey,Player representation by nation,0,Louis Bielle-Biarrey,Rugby World Cup 2023,top14
Louis Deacon,,Louis Deacon,England,24,Leicester Tigers,Rugby World Cup 2011,international
Louis Lynagh,,Louis Lynagh,Call-ups,0,Harlequins,Six Nations 2024,nan
Louis Picamoles,,Louis Picamoles,France,79,Toulouse,"Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Louis Rees-Zammit,,Louis Rees-Zammit,Wales,27,Gloucester,Rugby World Cup 2023,premiership
Louis Stanfill,,Louis Stanfill,United States,55,UC Berkeley,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Louis van der Westhuizen,,Louis van der Westhuizen,Namibia,29,Leopards,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",international
Lu-Wayne Botes,,Lu-Wayne Botes,Namibia,7,JHB University,Rugby World Cup 2007,international
Luatangi Vatuvei,,Luatangi Vatuvei,Japan,20,Liners,Rugby World Cup 2007,international
Luc Ducalcon,,Luc Ducalcon,France,7,Castres,Rugby World Cup 2011,international
Luca Bigi,,Luca Bigi,Call-ups,48,Zebre Parma,Six Nations 2024,international
Luca Bigi,,Luca Bigi,Italy,48,Zebre,"Rugby World Cup 2019, Rugby World Cup 2023",international
Luca Morisi,,Luca Morisi,Italy,47,Benetton,"Rugby World Cup 2019, Rugby World Cup 2023",urc
Luca Nichitean,,Luca Nichitean,Romania,0,Știința Baia Mare,Rugby World Cup 2023,international
Luca Rizzoli,,Luca Rizzoli,Italy,0,Zebre Parma,"Six Nations 2024, Six Nations 2025",urc
Lucas Bianchi,,Lucas Bianchi,Uruguay,10,Peñarol,Rugby World Cup 2023,international
Lucas Borges,,Lucas Borges,Argentina,33,Stade Français,"Rugby World Cup 2007, Rugby World Cup 2011",international
Lucas González Amorosino,,Lucas González Amorosino,Argentina,43,Montpellier,"Rugby World Cup 2011, Rugby World Cup 2015",international
Lucas Mensa,,Lucas Mensa,Argentina,1,Pucará,Rugby World Cup 2019,international
Lucas Noguera Paz,,Lucas Noguera Paz,Argentina,16,UAR,Rugby World Cup 2015,international
Lucas Ostiglia,,Lucas Ostiglia,Argentina,27,Agen,Rugby World Cup 2007,international
Lucas Paulos,,Lucas Paulos,Argentina,12,Brive,Rugby World Cup 2023,top14
Lucas Rumball,,Lucas Rumball,Canada,32,Toronto Arrows,Rugby World Cup 2019,international
Lucian Sîrbu,,Lucian Sîrbu,Romania,67,Béziers,"Rugby World Cup 2007, Rugby World Cup 2011",international
Luciano Orquera,,Luciano Orquera,Italy,24,Aironi,Rugby World Cup 2011,international
Lucio Cinti,,Lucio Cinti,Argentina,16,Saracens,Rugby World Cup 2023,premiership
Luka Ivanishvili,,Luka Ivanishvili,Georgia,7,Black Lion,Rugby World Cup 2023,premiership
Luka Japaridze,,Luka Japaridze,Georgia,8,Montpellier,Rugby World Cup 2023,top14
Luka Matkava,,Luka Matkava,Georgia,10,Black Lion,Rugby World Cup 2023,international
Luka Nioradze,,Luka Nioradze,Georgia,1,Aurillac,Rugby World Cup 2023,international
Luka Nioradze,,Luka Nioradze,Squad caps,1246,Luka Nioradze,Rugby World Cup 2023,international
Lukas Carvallo,,Lukas Carvallo,Chile,6,Selknam,Rugby World Cup 2023,international
Lukas Carvallo,,Lukas Carvallo,Player representation by nation,0,Lukas Carvallo,Rugby World Cup 2023,international
Luke Burgess,,Luke Burgess,Australia,32,Toulouse,Rugby World Cup 2011,international
Luke Campbell,,Luke Campbell,Canada,12,Toronto Arrows,Rugby World Cup 2019,international
Luke Charteris,,Luke Charteris,Wales,57,Newport Gwent Dragons,"Rugby World Cup 2011, Rugby World Cup 2015",international
Luke Cowan-Dickie,,Luke Cowan-Dickie,England,44,Exeter Chiefs,"Rugby World Cup 2019, Six Nations 2024, Six Nations 2025",premiership
Luke Crosbie,,Luke Crosbie,Scotland,12,Edinburgh,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",nan
Luke Fitzgerald,,Luke Fitzgerald,Ireland,30,Leinster,Rugby World Cup 2015,international
Luke Gross,,Luke Gross,United States,62,Doncaster Knights,Rugby World Cup 2007,international
Luke Jacobson,,Luke Jacobson,New Zealand,15,Chiefs,"Rugby World Cup 2019, Rugby World Cup 2023",nan
Luke McAlister,,Luke McAlister,New Zealand,18,North Harbour,Rugby World Cup 2007,international
Luke McGrath,,Luke McGrath,Ireland,14,Leinster,Rugby World Cup 2019,urc
Luke McLean,,Luke McLean,Italy,71,Benetton Treviso,"Rugby World Cup 2011, Rugby World Cup 2015",international
Luke Romano,,Luke Romano,New Zealand,20,Crusaders / Canterbury,Rugby World Cup 2015,international
Luke Tagi,,Luke Tagi,Fiji,9,Bayonne,Rugby World Cup 2023,top14
Luke Tait,,Luke Tait,Canada,11,Overmach Parma,Rugby World Cup 2007,international
Luke Thompson,,Luke Thompson,Japan,67,Liners,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Lukhan Salakaia-Loto,,Lukhan Salakaia-Loto,Australia,16,Queensland Reds,Rugby World Cup 2019,nan
Lukhanyo Am,,Lukhanyo Am,South Africa,35,Sharks,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Luteru Tolai,,Luteru Tolai,Samoa,3,Moana Pasifika,Rugby World Cup 2023,international
Luís Pissarra,,Luís Pissarra,Portugal,68,Agronomia,Rugby World Cup 2007,international
Lwazi Mvovo,,Lwazi Mvovo,South Africa,13,Sharks,Rugby World Cup 2015,international
Léo Barré,,Léo Barré,Call-ups,0,Stade Français,Six Nations 2024,top14
Léo Barré,,Léo Barré,France,6,Stade Français,Six Nations 2025,top14
Ma'a Nonu,,Ma'a Nonu,New Zealand,97,Hurricanes,"Rugby World Cup 2011, Rugby World Cup 2015",top14
Maama Molitika,,Maama Molitika,Tonga,15,Cardiff Blues,Rugby World Cup 2007,international
Maama Vaipulu,,Maama Vaipulu,Tonga,8,Castres,Rugby World Cup 2019,international
Mack Hansen,,Mack Hansen,Ireland,28,Connacht,"Rugby World Cup 2023, Six Nations 2025",urc
Mackenzie Martin,,Mackenzie Martin,Wales,0,Cardiff,Six Nations 2024,urc
Magnus Bradbury,,Magnus Bradbury,Call-ups,19,Bristol Bears,Six Nations 2024,nan
Magnus Bradbury,,Magnus Bradbury,Scotland,8,Edinburgh,Rugby World Cup 2019,nan
Mahepisa Tjeriko,,Mahepisa Tjeriko,Namibia,11,University of Namibia,Rugby World Cup 2023,international
Mahonri Schwalger,,Mahonri Schwalger,Samoa,36,Scarlets,"Rugby World Cup 2007, Rugby World Cup 2011",international
Mahonri Schwalger,,Mahonri Schwalger,Squad caps,397,Mahonri Schwalger,Rugby World Cup 2011,international
Makazole Mapimpi,,Makazole Mapimpi,South Africa,39,Sharks,"Rugby World Cup 2019, Rugby World Cup 2023",urc
Mako Vunipola,,Mako Vunipola,England,54,Saracens,"Rugby World Cup 2015, Rugby World Cup 2019",top14
Malakai Fekitoa,,Malakai Fekitoa,Nationality changes between World Cups,0,,Rugby World Cup 2023,nan
Malakai Fekitoa,,Malakai Fekitoa,New Zealand,11,Highlanders / Auckland,Rugby World Cup 2015,nan
Malakai Fekitoa,,Malakai Fekitoa,Player representation by league,0,Malakai Fekitoa,Rugby World Cup 2015,nan
Malakai Fekitoa,,Malakai Fekitoa,Tonga,8,Benetton,Rugby World Cup 2023,nan
Malakai Ravulo,,Malakai Ravulo,Fiji,34,North Harbour,"Rugby World Cup 2011, Rugby World Cup 2015",international
Malcolm Marx,,Malcolm Marx,South Africa,63,Lions,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Malcolm O'Kelly,,Malcolm O'Kelly,Ireland,86,Leinster,Rugby World Cup 2007,international
Male Sa'u,,Male Sa'u,Japan,23,Yamaha Júbilo,Rugby World Cup 2015,international
Maleli Kunavore,,Maleli Kunavore,Fiji,5,Toulouse,Rugby World Cup 2007,international
Mali Hingano,,Mali Hingano,Tonga,4,Bayonne,Rugby World Cup 2019,international
Malkhaz Urjukashvili,,Malkhaz Urjukashvili,Georgia,67,Aurillac,"Rugby World Cup 2007, Rugby World Cup 2011",international
Malon Al-Jiboori,,Malon Al-Jiboori,United States,5,Unattached,Rugby World Cup 2019,international
Mamuka Gorgodze,,Mamuka Gorgodze,Georgia,71,Montpellier,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015, Rugby World Cup 2019",international
Mamuka Magrakvelidze,,Mamuka Magrakvelidze,Georgia,18,Metro Paris,Rugby World Cup 2007,international
Manaia Salavea,,Manaia Salavea,Samoa,8,Narbonne,Rugby World Cup 2011,international
Manasa Saulo,,Manasa Saulo,Fiji,42,Timișoara Saracens,"Rugby World Cup 2015, Rugby World Cup 2019",international
Manie Libbok,,Manie Libbok,South Africa,9,Stormers,Rugby World Cup 2023,league-one
Manoa Vosawai,,Manoa Vosawai,Italy,2,Overmach Parma,Rugby World Cup 2007,international
Manu Leiataua,,Manu Leiataua,Samoa,8,Aurillac,Rugby World Cup 2015,international
Manu Paea,,Manu Paea,Tonga,9,Moana Pasifika,Rugby World Cup 2023,international
Manu Tuilagi,,Manu Tuilagi,Call-ups,59,Sale Sharks,Six Nations 2024,top14
Manu Tuilagi,,Manu Tuilagi,England,53,Leicester Tigers,"Rugby World Cup 2011, Rugby World Cup 2019, Rugby World Cup 2023",top14
Manuel Ardao,,Manuel Ardao,Uruguay,23,Old Christians,"Rugby World Cup 2019, Rugby World Cup 2023",international
Manuel Blengio,,Manuel Blengio,Uruguay,10,Old Christians,Rugby World Cup 2015,international
Manuel Cardoso Pinto,,Manuel Cardoso Pinto,Portugal,30,Agronomia,Rugby World Cup 2023,international
Manuel Carizza,,Manuel Carizza,Argentina,19,Biarritz,Rugby World Cup 2011,international
Manuel Contepomi,,Manuel Contepomi,Argentina,30,Newman,Rugby World Cup 2007,international
Manuel Diana,,Manuel Diana,Uruguay,38,Old Christians,"Rugby World Cup 2019, Rugby World Cup 2023",international
Manuel Leindekar,,Manuel Leindekar,Uruguay,28,Oyonnax,"Rugby World Cup 2019, Rugby World Cup 2023",international
Manuel Picão,,Manuel Picão,Portugal,21,Direito,Rugby World Cup 2023,international
Manuel Zuliani,,Manuel Zuliani,Italy,28,Benetton,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",nan
Marcel Brache,,Marcel Brache,United States,19,Western Force,Rugby World Cup 2019,international
Marcello Violi,,Marcello Violi,Italy,2,Zebre,Rugby World Cup 2015,international
Marcello Violi,,Marcello Violi,Player representation by league,0,Marcello Violi,Rugby World Cup 2015,international
Marcello Violi,,Marcello Violi,Squad caps,1181,Marcello Violi,Rugby World Cup 2015,international
Marcello d'Orey,,Marcello d'Orey,Portugal,59,CDUP,Rugby World Cup 2007,international
Marcelo Bosch,,Marcelo Bosch,Argentina,35,Biarritz,"Rugby World Cup 2011, Rugby World Cup 2015",international
Marcelo Torrealba,,Marcelo Torrealba,Chile,12,Selknam,Rugby World Cup 2023,international
Marco Bortolami,,Marco Bortolami,Italy,85,Gloucester,"Rugby World Cup 2007, Rugby World Cup 2011",international
Marco Fuser,,Marco Fuser,Italy,5,Benetton Treviso,Rugby World Cup 2015,international
Marco Manfredi,,Marco Manfredi,Italy,3,Zebre Parma,"Rugby World Cup 2023, Six Nations 2024",premiership
Marco Riccioni,,Marco Riccioni,Call-ups,26,Saracens,Six Nations 2024,premiership
Marco Riccioni,,Marco Riccioni,Italy,31,Benetton,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2025",premiership
Marco Riccioni,,Marco Riccioni,Player representation by nation,0,Marco Riccioni,Rugby World Cup 2019,premiership
Marco Zanon,,Marco Zanon,Italy,17,Benetton,"Six Nations 2024, Six Nations 2025",urc
Marco van Staden,,Marco van Staden,South Africa,14,Bulls,Rugby World Cup 2023,urc
Marcos Ayerza,,Marcos Ayerza,Argentina,60,Leicester,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Marcos Kremer,,Marcos Kremer,Argentina,57,Jaguares,"Rugby World Cup 2019, Rugby World Cup 2023",top14
Marcus Di Rollo,,Marcus Di Rollo,Scotland,19,Edinburgh,Rugby World Cup 2007,international
Marcus Horan,,Marcus Horan,Ireland,46,Munster,Rugby World Cup 2007,international
Marcus Smith,,Marcus Smith,England,39,Harlequins,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",international
Mariano Galarza,,Mariano Galarza,Argentina,24,Unattached,"Rugby World Cup 2011, Rugby World Cup 2015",international
Marika Koroibete,,Marika Koroibete,Australia,55,Melbourne Rebels,"Rugby World Cup 2019, Rugby World Cup 2023",league-one
Mario Ledesma,,Mario Ledesma,Argentina,78,Clermont,"Rugby World Cup 2007, Rugby World Cup 2011",international
Mario Ledesma,,Mario Ledesma,Squad caps,582,Mario Ledesma,Rugby World Cup 2011,international
Mario Sagario,,Mario Sagario,Uruguay,47,Massy,Rugby World Cup 2015,international
Marius Antonescu,,Marius Antonescu,Romania,9,Tarbes,Rugby World Cup 2015,international
Marius Iftimiciuc,,Marius Iftimiciuc,Romania,22,Carcassonne,Rugby World Cup 2023,international
Marius Simionescu,,Marius Simionescu,Romania,30,Timișoara,Rugby World Cup 2023,international
Marius Visser,,Marius Visser,Namibia,17,Border,"Rugby World Cup 2007, Rugby World Cup 2011",international
Marius Țincu,,Marius Țincu,Romania,42,Perpignan,"Rugby World Cup 2007, Rugby World Cup 2011",international
Mark Aylor,,Mark Aylor,United States,8,Denver Barbarians,Rugby World Cup 2007,international
Mark Bennett,,Mark Bennett,Scotland,9,Glasgow Warriors,Rugby World Cup 2015,international
Mark Chisholm,,Mark Chisholm,Australia,32,Brumbies,Rugby World Cup 2007,international
Mark Crick,,Mark Crick,United States,3,Potomac Athletic Club,Rugby World Cup 2007,international
Mark Cueto,,Mark Cueto,England,52,Sale Sharks,"Rugby World Cup 2007, Rugby World Cup 2011",international
Mark Jones,,Mark Jones,Wales,29,Llanelli Scarlets,Rugby World Cup 2007,international
Mark Nawaqanitawase,,Mark Nawaqanitawase,Australia,7,NSW Waratahs,Rugby World Cup 2023,international
Mark Regan,,Mark Regan,England,37,Bristol,Rugby World Cup 2007,international
Mark Tele'a,,Mark Tele'a,New Zealand,5,Blues / North Harbour,Rugby World Cup 2023,international
Mark Wilson,,Mark Wilson,England,15,Sale Sharks,Rugby World Cup 2019,international
Marko Gazzotti,,Marko Gazzotti,Call-ups,0,Bordeaux-Bègles,Six Nations 2024,top14
Marko Gazzotti,,Marko Gazzotti,France,1,Bordeaux Bègles,Six Nations 2025,top14
Marko Stanojevic,,Marko Stanojevic,Italy,6,Bristol,Rugby World Cup 2007,international
Maro Itoje,,Maro Itoje,England,88,Saracens,"Rugby World Cup 2019, Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",international
Marshall Sykes,,Marshall Sykes,Call-ups,1,Edinburgh,Six Nations 2024,nan
Marshall Sykes,,Marshall Sykes,Scotland,1,Edinburgh,Six Nations 2025,nan
Martim Bello,,Martim Bello,Portugal,6,Cascais,Rugby World Cup 2023,international
Martin Castrogiovanni,,Martin Castrogiovanni,Italy,113,Leicester Tigers,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Martin Corry,,Martin Corry,England,55,Leicester Tigers,Rugby World Cup 2007,international
Martin Iosefo,,Martin Iosefo,United States,6,USA Sevens,Rugby World Cup 2019,international
Martin Page-Relo,,Martin Page-Relo,Italy,14,Lyon,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",top14
Martyn Williams,,Martyn Williams,Wales,70,Cardiff Blues,Rugby World Cup 2007,international
Martín Bogado,,Martín Bogado,Argentina,2,Highlanders,Rugby World Cup 2023,international
Martín Durand,,Martín Durand,Argentina,49,Montpellier,Rugby World Cup 2007,international
Martín Landajo,,Martín Landajo,Argentina,46,UAR,Rugby World Cup 2015,international
Martín Rodríguez,,Martín Rodríguez,Argentina,10,Stade Français,Rugby World Cup 2011,international
Martín Scelzo,,Martín Scelzo,Argentina,54,Clermont,"Rugby World Cup 2007, Rugby World Cup 2011",international
Martín Schusterman,,Martín Schusterman,Argentina,15,Leeds,Rugby World Cup 2007,international
Martín Sigren,,Martín Sigren,Chile,27,Doncaster Knights,Rugby World Cup 2023,international
Marvin Orie,,Marvin Orie,South Africa,14,Perpignan,Rugby World Cup 2023,urc
Masahito Yamamoto,,Masahito Yamamoto,Japan,25,Verblitz,Rugby World Cup 2007,international
Masataka Mikami,,Masataka Mikami,Japan,29,Toshiba Brave Lupus,Rugby World Cup 2015,league-one
Mason Grady,,Mason Grady,Wales,6,Cardiff,"Rugby World Cup 2023, Six Nations 2024",urc
Matekitonga Moeakiola,,Matekitonga Moeakiola,United States,31,Park City Haggis,"Rugby World Cup 2007, Rugby World Cup 2011, Rugby World Cup 2015",international
Mateo Carreras,,Mateo Carreras,Argentina,11,Newcastle Falcons,Rugby World Cup 2023,top14
Mateo Sanguinetti,,Mateo Sanguinetti,Uruguay,80,Los Cuervos,"Rugby World Cup 2015, Rugby World Cup 2019, Rugby World Cup 2023",international
Mathew Tait,,Mathew Tait,England,11,Newcastle,Rugby World Cup 2007,international
Mathias Palomeque,,Mathias Palomeque,Uruguay,24,Trébol de Paysandú,Rugby World Cup 2015,international
Mathieu Bastareaud,,Mathieu Bastareaud,France,35,Toulon,Rugby World Cup 2015,international
Matt Banahan,,Matt Banahan,England,13,Bath,Rugby World Cup 2011,international
Matt Cockbain,,Matt Cockbain,Australia,63,Melbourne Rebels,Rugby World Cup 2007,international
Matt Currie,,Matt Currie,Scotland,4,Edinburgh,Six Nations 2025,nan
Matt Dunning,,Matt Dunning,Australia,32,Waratahs,Rugby World Cup 2007,international
Matt Evans,,Matt Evans,Canada,29,Cornish Pirates,"Rugby World Cup 2011, Rugby World Cup 2015",international
Matt Faessler,,Matt Faessler,Australia,2,Queensland Reds,Rugby World Cup 2023,nan
Matt Fagerson,,Matt Fagerson,Scotland,50,Glasgow Warriors,"Rugby World Cup 2023, Six Nations 2024, Six Nations 2025",urc
Matt Gallagher,,Matt Gallagher,Italy,2,Benetton,Six Nations 2025,nan
Matt Giteau,,Matt Giteau,Australia,96,Western Force,"Rugby World Cup 2007, Rugby World Cup 2015",international
Matt Heaton,,Matt Heaton,Canada,25,Rugby ATL,Rugby World Cup 2019,international
Matt Hodgson,,Matt Hodgson,Australia,6,Western Force,Rugby World Cup 2011,international
Matt Philip,,Matt Philip,Australia,29,Melbourne Rebels,Rugby World Cup 2023,nan
